id,content,date,language,tags,title,ratings,sentiment,offerings,destinations,norm_user_rating,user_rating,categorized_rating
377380-167887996525,مطاعم فخمه نظافه مناظر,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Riyadh Front,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Retail']","['Madinah', 'Riyadh', 'Riyadh']",100,5,positive
377380-168225258946,"More(Translated by Google) I was hoping that it would be better than this. Only green surfaces, no coffee or any services of the kiosks in which you answered the concern. I say God is satisfied, and yes, the agent of this project I got out feeling bad how beautiful places like these were not used or spent Zain drain (Original) كنت اتمنى يكون افضل من كذا صح مسطحات خضراء فقط لا قهاوي ولا اي خدمات الكشكات اللي فيها تجيب الهم ودك تشكي البلديه ع المنظر الغير حضاري والمطعم الموجود لاحدث ولا حرج لاحول ولاقوه الا بالله هو انا اتكلم من اشكال الموظفين اللي يشتغلون هو انا اتكلم عن ريحه مااقدر اقول إلا حسبي الله ونعم الوكيل من مسك المشروع هذا طلعت وانا احس بمر كيف اماكن جميله مثل هذي مااستغلت ولا صرفت تصريف زين",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 20, 'raw': 1}",negative,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",20,1,negative
377380-167793330144,"More(Translated by Google) I have been living next to the mosque for more than 7 years. God bless, God bless it. It is a mosque who is really tired of it. May God reward everyone who sought and worked to build it And may God have mercy on Khadija Baghlaf, whose name the mosque is called, and he made that in the balance of her good deeds ... It was Sheikh Abdulaziz Darwish And Sheikh Yahya Al-Arkani They have attracted worshipers in this great mosque for several years, especially in the blessed month of Ramadan But in this year 1442 came the news of their dismissal and the appointment of two Saudis instead Likewise, the muezzin Abu al-Bara 'is one of the most beautiful call to prayer at the level of Jeddah, and everyone attests to that I removed them from the mosque, I don’t know the reason .... However, in my personal opinion, the imamate and the call to prayer are not supposed to include nationality specifically But memorizing the Qur’an, good recitation, and Khushu’s is the standard The muezzin has a very beautiful voice, God willing The new sermon became shortened the sermon very quickly From a while, I prayed Friday at the Mosque of Our Lady of Ruqayya in the Naseem . At the engineer Sheikh / Ahmed bin Musleh Al-Qarni His sermons are very useful and useful and last only half an hour. But the mosque is old Please reconsider the return of the former imams and muezzins to the mosque, especially with the approaching month of Ramadan 1442 And God reward you with good... (Original) انا اسكن بجوار الجامع منذ اكثر من7 سنوات ماشاء الله تبارك الله جامع متعوب عليه فعلا جزا الله خيرا كل من سعى وعمل لانشائه ورحم الله خديجة بغلف التي يسمى الجامع باسمها وجعل ذلك في موازين حسناتها... كان الشيخ عبدالعزيز الدرويش والشيخ يحي الاركاني هما عامل جذب للمصلين في هذا المسجد الكبير منذ سنوات عدة وخاصة في شهر رمضان المبارك ولكن في هذا العام 1442 جاء خبر اقالتهما وتعيين سعوديين بدلهما وكذلك المؤذن ابو البراء اذانه من اجمل الاذان على مستوى جدة والكل يشهد بذلك اقالتهم من المسجد لاادري ماالسبب .... ولكن في اعتقادي الشخصي ان الامامة والاذان من المفترض لاتدخل فيها الجنسية تحديدا ولكن حفظ القران والتلاوة الحسنة واخشوع هو المعيار والمؤذن صوته جميل جدا ماشاء الله عليه الخطيب الجديد اصبح يختصر الخطبة بشكل سريع جدا ومن فتره اصبحت اصلي الجمعة في جامع السيدة رقية بالنسيم . عند المهندس الشيخ /احمد بن مصلح القرني خطبه جدا مفيد ونافعة وتظل نصف ساعة فقط. ولكن المسجد قديم ارجو اعادة النظر في اعادة الامامين والمؤذن السابقين الى الجامع وخاصة مع قرب شهر رمضان 1442 وجزاكم الله خيرا...",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s90', 'sentiment': None}]",Khadija Baghlaf Mosque,"{'normalized': 80, 'raw': 4}",positive,['Religious'],['Jeddah'],80,4,positive
377380-167826354735,The holly place of the world every Muslim ☪️ need to visit and pray its my wish and all the Muslim wish.,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Makkah'],100,5,positive
377380-167741140917,More(Translated by Google) The best restaurant for Egyptian food in Jeddah (Original) افضل مطعم للاكلات المصريه بجدة,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",Dawwar Mesri,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Jeddah'],100,5,positive
377380-167955027635,رائع النافورة تحفه,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",King Abdullah Environmental Park,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-167891134853,More(Translated by Google) A very beautiful place on the Jeddah Corniche and one of the tourist attractions in Jeddah (Original) مكان جميل جدا على كورنيش جدة و من المعالم السياحية في جدة,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s30', 'sentiment': None}, {'value': 'c07bdkkbb64t6si78s90', 'sentiment': None}]",Al Rahma Mosque / Apung,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Religious']","['Jeddah', 'Jeddah']",100,5,positive
377380-169983080743,Food was amazing best Indian restaurant in jeddah,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",Holi Indian Restaurant,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Jeddah'],100,5,positive
377380-167692057238,"More(Translated by Google) The Prophet, may God’s prayers and peace be upon him and his family, used to hydrate and bless them, and he said to Imam Ali, peace be upon him, when death was attended by him [If I die, then wash me from a well that was planted by seven proximity]. It was mentioned in the hadith of the Messenger of God, may God’s prayers and peace be upon him and his family: And from that, Ibn Umar, may God be pleased with him, told him: The Messenger of God, may God’s prayers and peace be upon him and his family, said while sitting at a well of Ghars [I saw tonight as if I was sitting on one of the eyes of Paradise], meaning a well planting. (Original) كان النبي صلى الله عليه وآله وسلم يستطيب ماءها ويبارك فيها، وقال للإمام علي عليه السلام حين حضرته الوفاة [إذا مت فاغسلني من بئر غرس بسبع قرب]. وقد ورد ذكرها في حديث رسول الله صلى الله عليه وآله وسلم: ومن ذلك مارواه ابن عمر رضي الله عنهما قال: قال رسول الله صلى الله عليه وآله وسلم وهو قاعد عند بئر غرس [رأيت الليلة كأني جالس على عين من عيون الجنة]، يعني بئر غرس.",2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Ghars Well,"{'normalized': 100, 'raw': 5}",neutral,['Religious'],['Madinah'],100,5,positive
377380-167834820703,المكان روعه,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s30', 'sentiment': None}]",Jeddah Corniche waterfront,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Jeddah'],100,5,positive
377380-167728137555,More(Translated by Google) Not worth the visit. No interest in the park and the pictures are very old (Original) لا يستحق عناء الزيارة لايوجد اهتمام باالمتنزه والصور الموجودة قديمة جداَ,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 20, 'raw': 1}",negative,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",20,1,negative
377380-167826384846,"More(Translated by Google) The House of God, the Grand Mosque, is the best part of the earth, where there is comfort, peace and tranquility (Original) بيت الله المسجد الحرام افضل بقاع الارض حيث الراحة والسكينة والطمانئينه",2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Makkah'],100,5,positive
377380-167826371641,I feel very unsafe,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 20, 'raw': 1}",negative,['Religious'],['Makkah'],20,1,negative
377380-167750515257,"More(Translated by Google) The food in general is delicious, I tried the breakfast and the dinner dishes وي The waiters are served and cheerful, the atmosphere is great especially at night (Original) الاكل بشكل عام لذيذ ، جربت الفطور و اطباق العشاء الويترز خدومين و بشوشين ، الجو العام رائع خاصة بالليل",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Dayeetna,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167697060154,"More(Translated by Google) It was called the cloud because it is said that a cloud obscured the sun from the Messenger of God, may God’s prayers and peace be upon him and his family, when he prayed the rain prayer in the mosque and said: “This is our gathering and our rain, and we called for our feast. And the rain descended in response to his supplication, and it was called Al-Ghamama Mosque (Original) سمي بالغمامة لما يقال من أن غمامة حجبت الشمس عن رسول الله صلى الله عليه وآله وسلم، عندما صلى صلاة الاستسقاء في المسجد وقال: ""هذا مجمعنا ومستمطرنا و مدعانا لعيدنا، لفطرنا وأضحانا، فلا تبنى فيه لبنة ولا خيمة""، فبعد دعاء الاستسقاء ظللته الغمامة، ونزل المطر إجابة لدعائه، وسمي بذلك مسجد الغمامة",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Masjid Al Ghamamah,"{'normalized': 100, 'raw': 5}",neutral,['Religious'],['Madinah'],100,5,positive
377380-167955029055,More(Translated by Google) Is the garden open these days? February 14 (Original) هل الحديقه مفتوحه هذه الايام ؟ 14 فبراير,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",King Abdullah Environmental Park,"{'normalized': 100, 'raw': 5}",neutral,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-168118018432,اكل لذيذ ومكان متميز,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]","كرم بيروت Karam Beirut, Tahlia Street, Riyadh","{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Tourism Attractions/ Sites']","['Riyadh', 'Riyadh']",100,5,positive
377380-167826814150,مكان جميل بعيد عن الزحمه,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Thaghr Plaza,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Riyadh'],100,5,positive
377380-170015166990,Super atmosphere in riyadh... Exotic,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Soho Club,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167888001222,مكان مزدحم,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Riyadh Front,"{'normalized': 40, 'raw': 2}",neutral,"['Tourism Attractions/ Sites', 'Accommodation', 'Retail']","['Madinah', 'Riyadh', 'Riyadh']",40,2,negative
377380-167888000350,ممتازة استمتعت بوقتي فيها,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Riyadh Front,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Retail']","['Madinah', 'Riyadh', 'Riyadh']",100,5,positive
377380-167880414809,ممتاز,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-167750978591,كامل ومتكامل,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Hayat Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Riyadh'],100,5,positive
377380-167826351218,المسجد الحرام هو قلب كل مسلم,2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Makkah'],100,5,positive
377380-170016454363,"MoreOne of the best South Indian Restaurants in whole of Saudi. Has a very large variety of South Indian food especially Dosa. Also has North Indian & Chinese food in the menu. It is a completely vegetarian restaurant, one of very few in Saudi. The Quality of the food is very good along with the service. The staff is very friendly and polite and the place has good ambience. Sometimes there is a small waiting time on the weekends but mostly it is fine.",2021-02-14T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Saravanaa Bhavan سارافانا بافان | Riyadh (Murabba -Avenue Mall),"{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Retail']","['Riyadh', 'Riyadh']",100,5,positive
377380-167882974897,"More(Translated by Google) first thing .. take a deep breath.. Inhale and exhale calmly Then smiled Repeat again. Here's how you are doing now .. It must be refreshment and joy ———- If you benefit from the movement Click Like and follow up on the account, where you will meet the most beautiful and best restaurants and cafes in Jeddah .. I offer you services that thank me for What is important, do not forget me and my father from your prayers ❤️ We follow the evaluation: A terrible and luxurious complex in which most of the global and Saudi brands ... There are large parking lots, elevators and escalators in most gates, with the warning that some gates have no elevator. A large mosque on the ground floor needs maintenance and renovation. A large square in the middle of the mall for the games. A large lobby for fast food restaurants There are international restaurants and cafes with sweet and luxurious sessions for private and family events. A group of international cafes are scattered inside the mall ... and we want to open the Starbucks branch. Cinema Library Kyzania Play biz for kids panda ——— # To add places on Google Maps and comment on your store from a verified account .. Communicate on WhatsApp Journalist / Ahmed Ali Al-Kanani A verified Google Maps account Twitter: Good .. Take it advice: Before buying from any store .. Make it your culture .. Ask about offers and discounts .. believe me, it will save you from the budget of purchases and a discount that will reach 50% and more. ""Pray for the beloved"" (Original) اول شي .. خذ نفس عميق.. شهيق وزفير بهدوء ثم ابتسم كررها مرة ثانية.. ها كيف مودك الحين .. لازم يكون انتعاش وفرح ———- اذا استفدت من الحركة اضغط لايك ومتابعة للحساب وراح تلاقي فيه اجمل وافضل مطاعم ومقاهي جدة .. اقدم لك خدمات تشكرني عليها والمهم لاتنساني ووالدي من دعائكم ❤️ نتابع التقيم: مجمع رهيب وفخم فيه اغلب الماركات العالمية والسعودية .. يتوفر مواقف كبيرة ومصاعد وسلالم كهربائية في اغلب البوابات مع التنبيه ان بعض البوابات مافيها مصعد. مسجد كبير في الطابق الارضي يحتاج الى عناية وتجديد.. ساحة كبيرة وسط المول للالعاب ردهة كبيرة لمطاعم الوجبات السريعة يوجد مطاعم ومقاهي عالمية بجلسات حلوة وفخمة للمناسبات الخاصة والعائلية. مجموعة من المقاهي العالمية منتشرة داخل المول.. وعقبال يفتحو فرع ستار بكس. سينما مكتبة كيذزانيا بلي بيز للاطفال بنده ——— # لاضافة الاماكن على خرائط قوقل والتعليق لمتجرك من حساب موثق .. التواصل على وتساب ‏‎ الإعلامي / احمد علي الكناني حساب موثق في خرائط قوقل ‏‎تويتر : ‏‎ خيرا.. خذها نصيحة : قبل تشتري من أي متجر .. خليها ثقافة عندك .. اسأل عن العروض والخصومات.. صدقوني راح توفر عليكم من ميزانية المشتريات وخصم راح يوصل الى 50٪ وأكثر. ""صل على الحبيب""",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Mall of Arabia,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-167749154219,Good,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bk44bb64t6si78v80', 'sentiment': None}]",Al Marsah Seafood Restaurant,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Yanbu'],100,5,positive
377380-168046234500,I love it,2021-02-14T00:00:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Masjid AlMinaaratain (Banee Deenaar),"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Madinah'],100,5,positive
377380-170008427065,"More(Translated by Google) The place is amazing, amazing, very cool. One of the fellow guides says one of the most beautiful cafes in the city. In the humble opinion, there is no equivalent at the level of Riyadh. My Hotel Five Stars Plus. It offers great snacks. Treat taste. Super clean. Romantic and family atmosphere beyond description. I congratulate the owner of the lounge and I wish him success Five Star Plus. Suggest to the owner to give the permanent customer a membership card to offer discounts that help the customer to carry out his events and invite his friends and loved ones. (Original) المكان رائع رائع رائع جدا . واحد من المرشدين الزملاء يقول من اجمل الكافيهات على مستوى المدينة . في رأي المتواضع لا يوجد ما يوازيه على مستوى الرياض . فندقي خمس نجوم بلس. يقدم وجبات خفيفة رائعة. تعامل ذوق . نظافة فائقة. جو رومانسي و عائلي يفوق الوصف . اهني مالك اللاونج عليه واتمنى له التوفيق والنجاح فايف ستار بلس. اقترح على المالك أن يجعل للزبون الدائم بطاقة عضوية لتقديم خصومات تساعد الزبون بالقيام بمناسباته و دعوة اصدقائه و احبابه .",2021-02-14T00:00:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",MAKAN ALMASI,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167661822462,موقع شاليهات لافونتين في الدرة تسمى البرادايس وتعتبر مم افضل شواكيء الدرة نظافة الشاطء الرملي والمنكقة مفتوحة على البحر ولكن بالنسبة للشاليه لا بد من تجديد الاثاث والهدمات ليست بالمستوى المطلوب .. لا توجد نشافة وغساله ملابس ولا يوجد ميكرويف وخدمة الغرفة سيئة يطولو الين ما يجوك ادارة لا فونتين لازم تنتبهو على خدماتكم وشكرا,2021-02-14T00:20:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Lafontaine Rose Beach,"{'normalized': 60, 'raw': 3}",negative,['Accommodation'],['Jeddah'],60,3,neutral
377380-167742733623,المنتجع جميل الى حد ماء ولكن خدمة التنظيف لديهم اسوء مايكون وتتصل عشرات المرات حتى يتلطفو عليك ويحضرون لتنظيف الفيلا .... كما انهم يحتاجون الى بعض اللباقه في التعامل من قبل الهاوس كيبنق كما ان الروم سيرفس لايتحدثون اللغه الانجليزيه او يفهمون اللغه العربيه .... ومن الصعب ايصال المعلومه لهم,2021-02-14T00:23:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Braira Resort,"{'normalized': 40, 'raw': 2}",negative,['Accommodation'],['Dammam'],40,2,negative
377380-167742809061,مكان الاقامة جميل جدا وخدماته رائعة والمطعم روعة,2021-02-14T00:26:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Braira Dammam Hotel,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Dammam'],100,5,positive
377380-167743285997,"Staff is excellent and helpfull , receptionialistd are welcoming and smiling nature.",2021-02-14T00:37:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Crown Town Hotel,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Jeddah'],80,4,positive
377380-167745258840,اسوء انتركونتنتال عالميا..شطاف مركب في كرسي المبولة بشكل مقرف..عمال ازعاج يشتغلو فوق راسك بدون اي رحمة خلاص دفعت واتورطت..موظفة استقبال ماتعرف ترد بلطف على النزلاء..فرش قديم..ريحة رطوبة.تعبت اكتب ..كل شئ سئ,2021-02-14T01:15:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",InterContinental Jeddah,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Jeddah'],20,1,negative
377380-167650242873,Spacious room and quality of food is good,2021-02-14T01:36:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Hotel Royal Inn An Nuzul,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Madinah'],80,4,positive
377380-167746504750,ممتاز,2021-02-14T01:40:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Ramada by Wyndham Al Khobar King Abdullah Street,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Khobar'],100,5,positive
377380-167746583219,حتى نجمه كثير عليهم والله من اسوأ الفنادق ولن اكرر التجربه عدم نظافه خصوصا ان وقت كورونا المفروض تتعقم الغرفه مسكتينا بعلبه فيها كمام ومعقم المفرش وسخ والحمام وانتوا بكرامه موحاطين عالافرنجي القفل الصحي لبيان النظافه وتعاملهم سئ ولاحد جاء يشيل الشنط اخرتها شالها زوجي,2021-02-14T01:42:00+00:00,ara,"[{'value': 'c07bdlkbb64t6si78sag', 'sentiment': None}]",Novotel Jazan,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Jizan'],20,1,negative
377380-167746576565,خدمه ممتازه وفندق محترم,2021-02-14T01:42:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",M Hotel Al Dana Makkah by Millennium,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-167747154577,أجمل فندق مطل على الكورنيش,2021-02-14T01:51:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}, {'value': 'c07bdkkbb64t6si78s30', 'sentiment': None}]","Radisson Blu Hotel, Jeddah Corniche","{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Tourism Attractions/ Sites']","['Jeddah', 'Jeddah']",100,5,positive
377380-167747156018,ممتاز ويحتوي على قاعات اجتماعات ممتازة للشركات,2021-02-14T01:51:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}, {'value': 'c07bdkkbb64t6si78s30', 'sentiment': None}]","Radisson Blu Hotel, Jeddah Corniche","{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Tourism Attractions/ Sites']","['Jeddah', 'Jeddah']",100,5,positive
377380-167594930982,جميل جدا يوجد عدة مشاكل في غرفة 815 الناموس و رائحة المجاري في الغرفة يشفطها الاسبليت للغرفة و كذلك ابريق سخان الماء الموجود فيشه مايشتغل لانه ثنائي وافياش الغرفة ثلاثية و تسريب شطاف الحمام و تراكم الماء في الحمام,2021-02-14T02:31:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Batoul Ajyad Hotelفندق بتول أجياد,"{'normalized': 80, 'raw': 4}",negative,['Accommodation'],['Makkah'],80,4,positive
377380-167749336494,ممتاز ورائع,2021-02-14T02:47:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Ramada by Wyndham Dammam,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Dammam'],100,5,positive
377380-167750238864,"ما انصح احد يجيه هالفترة ، تتعب وتاخذ غرفة على الڤيو واخر شي الڤيو طافي انواره والمنتجع كله ظلام ما تشوف اي شي ، الواحد يطلع من بيته يبي يغير جو ويجي هنا ويتنكد وتسألهم ليش كذا طافي ؟! يقولك مدري بكلم مدير الصيانة !",2021-02-14T03:08:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",منتجع و سبا درة الرياض / Durrat Al Riyadh Resort & SPA,"{'normalized': 20, 'raw': 1}",negative,"['Accommodation', 'Food & Beverage']","['Riyadh', 'Riyadh']",20,1,negative
377380-168166745176,A unique quiet location where you can reach anywhere in Jeddah avoiding traffic jams Hotel is very cozy - although it’s a bit old - it has a relaxing family atmosphere Their Employee are very helpful and do not spare any effort to serve you They treat you as one of their family,2021-02-14T03:42:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Mercure Jeddah Al Hamra,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-167676696013,جميل,2021-02-14T04:14:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Mövenpick Beach Resort Al Khobar,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Khobar'],100,5,positive
377380-167668113958,المكان نظيف وهادي والاجمل انه منظم,2021-02-14T04:32:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Durrah Beach Resort,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-167607095293,جميل جدا,2021-02-14T04:22:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Masjid Al Qiblatayn,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Madinah'],100,5,positive
377380-167652971933,Mr. Abdullah & Mr. Abdul Majed was professional and good in service at reception. Also good room service.,2021-02-14T04:28:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Makkah'],80,4,positive
377380-167765000876,"موظف استقبال رائع، الغرف نظيفة، شرحة، السعر معقول",2021-02-14T07:28:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Areen Palace Hotel - almadina road,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-167623496131,"The hotel is situated on strategic location. However, my experience in this hotel was very disappointing. The room was dusty and the carpet, bed linen, and towels are full of hair. The room service menu is limited and the quality of food was below average. At Your Service, the guest service center where you should inquire and place orders for housekeeping and in room dining, was not available most of the time, you have to dial the number for several times until someone picks up the phone, I've tried it in different timing and the result is almost the same every time. On the other hand, the team members that I have encountered with were in general polite, supportive, and friendly with minor exceptions. I guess, the hotel's management must go back to the basics in hospitality, and ensure that the rooms are clean, food quality is good, and service team is available to answer the phone. By the way, in my second week, I have received a call from the guest relations asking about my feedback about the hotel, and I've reported everything, but nothing has really changed, though, my stay at the hotel was a lengthy one and I had no other choice but to stay there for the whole period.",2021-02-14T07:38:00+00:00,eng,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Courtyard by Marriott Riyadh Diplomatic Quarter,"{'normalized': 60, 'raw': 3}",negative,['Food & Beverage'],['Riyadh'],60,3,neutral
377380-167687843303,فندق مميز من ناحيه النظافه والموقع,2021-02-14T07:41:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Normas Hotel,"{'normalized': 60, 'raw': 3}",positive,['Accommodation'],['Dammam'],60,3,neutral
